district,HDI_2010,HDI_2011,HDI_2012,HDI_2013,HDI_2014,HDI_2015,HDI_2016,HDI_2017,HDI_2018,HDI_2019,HDI_2020,HDI_2021,HDI_2022,HDI_2023,PopDens2010,PopDens2011,PopDens2012,PopDens2013,PopDens2014,PopDens2015,PopDens2016,PopDens2017,PopDens2018,PopDens2019,PopDens2020,PopDens2021,PopDens2022,PopDens2023
Magelang,63.28,64.16,64.75,65.86,66.35,67.13,67.85,68.39,69.11,69.87,69.87,70.12,70.85,71.45,1124.366701,1023.434432,1036.190146,1046.67159,1056.824542,1067.778227,1076.160529,1085.594092,1098.961445,1054.331969,1062.598665,1104.752373,1118.55277,1127.897215
Mageleng City,73.99,74.47,75,75.29,75.79,76.39,77.16,77.84,78.31,78.8,78.99,79.43,80.39,81.17,,,,,,,,,,,,,,
Magetan,67.58,68.52,69.56,69.86,70.29,71.39,71.94,72.6,72.91,73.49,73.92,74.15,74.85,75.41,1010.502054,954.8640097,966.7682261,976.5478587,986.0695327,995.3366727,1000.622707,1009.392254,1017.632224,962.4924202,970.0696671,940.6180535,953.839458,961.190642
Mahakam Ulu,0,0,0,63.81,64.32,64.89,65.51,66.09,66.67,67.58,67.09,67.95,68.75,69.59,,,,,,,,,,,,,,
Majalengka,62.3,62.67,63.13,63.71,64.07,64.75,65.25,65.92,66.72,67.52,67.59,67.81,68.56,69.13,996.6802778,1053.791875,1066.961181,1077.746664,1088.41152,1098.650879,1108.385831,1118.151101,1121.909784,1153.2948,1163.727473,981.9108847,993.6486874,1001.653469
Majene,61.67,62.56,63.06,63.32,63.74,64.4,64.8,65.4,66.01,66.59,66.91,67.29,67.84,68.62,132.205161,142.4563965,144.2556337,145.7295136,147.7010702,149.1815645,150.5753135,143.6127003,145.9901179,157.4213205,157.4433917,165.9587438,163.0951414,164.164963
Makassar City,77.63,77.82,78.47,78.98,79.35,79.94,80.53,81.13,81.73,82.25,82.25,82.66,83.12,83.52,,,,,,,,,,,,,,
Malaka,0,0,0,56.14,56.94,57.51,58.29,58.9,59.66,60.34,60.21,60.42,61.34,62.06,130.7405967,137.7254391,136.2518731,137.6261617,140.5038366,142.084288,143.1604879,144.242833,145.7363659,151.7354132,152.9869746,162.182641,162.7147546,163.9562813
Malang,63.47,63.97,64.71,65.2,65.59,66.63,67.51,68.47,69.4,70.35,70.36,70.6,71.38,72.16,661.5759034,622.4685935,623.1618574,629.4656101,637.0498398,647.8492428,651.6668384,657.3842165,661.7515343,625.992533,630.9136084,719.594302,728.3102575,733.8745864
Malang City,76.69,77.36,78.04,78.44,78.96,80.05,80.46,80.65,80.89,81.32,81.45,82.04,82.71,83.39,,,,,,,,,,,,,,
Malinau,66.9,68.15,68.88,69.84,70,70.15,70.71,71.23,71.74,72.06,71.94,72.32,72.75,73.19,1.455601959,1.866460225,1.892292871,1.920948572,1.934682807,1.95467873,1.972129286,1.989119971,1.974013381,2.72973069,2.751605805,2.051371693,2.102792245,2.118833284
Maluku Barat Daya,55.75,56.1,56.74,57.34,58.09,58.64,59.43,60.16,60.64,61.55,61.9,62.37,63.07,63.93,21.89421787,25.1474874,25.48656679,25.71989879,25.58454983,24.99817517,25.18842927,25.37158585,25.34434873,26.62842856,26.64555781,14.61765729,12.0493328,12.22689537
Maluku Tengah,66.12,66.64,67.3,67.89,68.69,68.85,69.54,70.09,70.6,71.25,71.25,71.32,71.81,72.45,26.72165393,30.17889089,30.49377959,30.81280624,31.0015175,31.28798458,32.09561491,32.84621261,32.43375122,33.6563232,30.66165845,33.39032808,32.87688271,33.30964017
Maluku Tenggara,60.58,60.96,61.75,62.11,62.74,63.35,64.2,64.94,65.53,65.85,66.2,66.33,66.88,67.57,28.56595552,31.8465348,32.1734197,32.57489775,34.12602162,39.81619802,40.20890717,40.48058947,42.48274753,44.52618001,39.22966791,66.22155313,65.14684569,65.6583492
Maluku Tenggara Barat,57.08,57.69,58.56,59.34,59.81,60.26,61.12,61.64,62.39,62.86,62.86,62.97,63.45,64.16,10.25585548,11.71437428,11.83870617,11.97798552,12.10066295,12.48662299,12.53651832,12.60514559,12.58874275,13.25830311,13.33453844,19.99475341,17.89061298,18.53581382
Mamasa,60.88,61.45,61.95,62.57,62.85,63.17,63.51,63.92,64.66,65.32,66.02,66.63,67.21,67.83,37.05406565,37.71453533,38.48358971,38.86435453,43.19250604,43.59249227,44.11059096,45.11087524,43.25010182,46.58825664,46.94781547,50.71457796,53.01601391,53.39654169
Mamberamo Raya,44.89,45.82,46.62,47.28,47.88,48.29,49,50.25,51.24,52.2,51.78,52.18,53.1,54.08,2.773734628,4.182309186,4.234791827,4.290038274,4.254859138,4.140355004,4.177347472,4.214125715,4.2465619,4.5446374,4.580453254,1.302164135,1.249695306,1.263431052
Mamberamo Tengah,39.37,40.17,41.39,42.43,43.19,43.55,44.15,45.5,46.41,47.23,47.57,48.32,49.25,50.22,4.48755802,6.569673488,6.627714861,6.752647129,6.755912075,6.549082815,6.602681078,6.660845203,6.705564838,7.181992575,7.238209122,16.52449349,16.6107159,16.81580638
Mamuju,61.65,62.28,63.24,64.17,64.71,65.09,65.65,66.32,67.11,67.72,68.15,68.32,68.88,69.61,27.28172696,37.29321917,37.42256506,37.77975609,38.59504893,38.92156395,39.40857354,39.39606623,40.43411427,43.61459585,42.81518676,54.13953109,55.11193636,55.54053442
Manado City,74.47,75.47,76.15,76.56,77.27,77.32,77.59,78.05,78.41,79.12,78.93,79.2,79.66,80.14,,,,,,,,,,,,,,
Mandailing Natal,60.76,61.6,62.26,62.91,63.42,63.99,64.55,65.13,65.83,66.52,66.79,67.19,68.05,68.56,21.35740483,20.89225554,21.50197294,22.04010538,22.30533575,23.17922963,23.40415807,23.62230374,23.83182219,23.98492814,24.17373899,72.42453793,73.23962543,73.80463042
Manggarai,57.18,58.02,58.92,59.49,60.08,60.87,61.67,62.24,63.32,64.15,64.54,65.01,65.83,66.42,136.4867268,142.6948003,142.3773026,143.8493899,148.7823241,149.9051268,151.2707325,152.6421788,175.9996896,186.8695265,183.4087166,196.1225583,200.847927,200.9453518
Manokwari,66.29,67.28,67.86,68.81,69.35,69.91,70.34,70.67,71.17,71.67,72.01,72.02,72.6,73.21,48.49735755,58.84898987,60.93302912,60.1448121,58.49940145,60.7767731,61.46337814,62.09126473,64.05385276,71.55448827,70.72160492,87.56208372,89.04786504,89.7421702
Manokwari Selatan,0,0,0,54.95,55.32,56.59,57.12,58.08,58.84,59.72,59.84,59.85,60.68,61.55,4.505568085,5.445501649,5.49099143,5.548644915,5.881958456,8.323440726,9.188678424,8.553129401,10.12793412,11.55390622,11.41395518,16.25246406,11.05239875,11.05497168
Mappi,54.09,54.61,55.09,55.51,55.74,56.11,56.54,57.1,57.72,58.3,58.15,58.7,59.61,60.57,0.834632559,1.453270545,1.476406498,1.483393214,1.55738878,1.571553784,1.645901017,1.640952349,1.657494626,1.772163013,1.785702482,4.283656002,4.34438222,4.364774244
Maros,64.07,64.95,65.5,66.06,66.65,67.13,67.76,68.42,68.94,69.5,69.86,70.41,71,71.63,218.6933074,215.2788134,203.1343924,205.177836,208.1940648,205.5344916,207.383969,209.2015567,214.7953361,211.2769683,212.8841507,281.2148215,283.2546839,285.2326952
Mataram City,72.47,73.5,74.22,75.22,75.93,76.37,77.2,77.84,78.43,79.1,78.91,79.14,79.59,80.09,,,,,,,,,,,,,,
Maybrat,0,53.29,54.13,54.93,55.36,55.78,56.35,57.23,58.16,59.15,59.52,59.7,60.49,61.29,2.508623568,3.101798203,3.134416934,3.182672816,3.40234168,3.350362214,3.410733388,3.444721467,3.471582765,3.855991113,3.886485812,13.09833281,13.28525716,13.27974061
Medan City,77.02,77.54,77.78,78,78.26,78.87,79.34,79.98,80.65,80.97,80.98,81.21,81.76,82.19,,,,,,,,,,,,,,
Melawi,60.91,61.18,61.58,62.27,62.89,63.78,64.25,64.43,65.05,65.54,65.55,65.87,66.81,67.76,22.54332311,21.55084564,21.79724871,22.44501307,22.49509097,22.61202715,22.81487485,23.01503939,22.58277003,23.32163037,23.50655442,21.52708471,21.83064206,22.01057643
Mentawai Islands,55.66,55.9,56.1,56.33,56.73,57.41,58.27,59.25,60.28,61.26,61.09,61.35,62.19,63.13,,,,,,,,,,,,,,
Merangin,63.85,64.4,65.31,65.82,66.21,67.15,67.86,68.3,68.81,69.07,69.19,69.53,69.98,70.81,39.18878282,43.22572082,44.92397501,45.35729816,46.13674066,46.54918794,46.9702478,47.38986344,47.78933429,50.67953791,51.07985546,48.53622358,48.8342785,49.20375415
Meranti Islands,59.71,60.38,61.49,62.53,62.91,63.25,63.9,64.7,65.23,65.93,65.5,65.7,66.52,67.28,,,,,,,,,,,,,,
Merauke,65.58,66.03,66.28,66.88,67.33,67.75,68.09,68.64,69.38,69.98,70.09,70.49,71.24,72.19,5.872595253,8.599952845,8.697245199,8.791414766,8.791188805,8.809929641,8.51178208,8.608783589,8.604272332,9.207610362,9.264871379,4.763782659,4.798907571,4.829362423
Mesuji,0,57.32,57.67,58.16,58.71,59.79,60.72,61.87,62.88,63.52,63.63,64.04,64.94,65.64,144.3079507,140.1499727,144.5733251,146.1866623,143.7591021,144.8497775,146.1239654,147.4021593,148.4238529,144.461622,146.1285038,106.2242287,106.7451009,107.5453913
Metro City,71.37,72.23,72.86,74.27,74.98,75.1,75.45,75.87,76.22,76.77,77.19,77.49,77.89,78.36,,,,,,,,,,,,,,
Mimika,67.96,68.74,68.95,69.5,70.4,70.89,71.64,72.42,73.15,74.13,74.19,74.48,75.08,75.91,5.138136963,8.194267566,8.394537856,8.431653262,8.464962049,8.546183468,8.669969625,8.787377531,8.873849556,9.494644955,9.571441059,21.25513439,20.29373123,20.38432622
Minahasa,70.38,70.82,71.43,71.94,72.76,73.59,74.37,74.59,74.97,75.47,75.29,75.73,76.18,76.96,258.7060287,256.1480206,264.2329481,266.909113,268.2929098,280.6920442,286.0382649,288.4094498,290.4599337,290.633505,291.6412542,224.4797034,226.1465072,227.7326502
Minahasa Selatan,66.11,66.61,67.26,67.68,68.36,69.18,69.97,70.05,70.86,71.68,72.11,72.32,72.89,73.66,186.1480527,184.3160188,187.1495863,189.0449272,190.6850685,191.4797199,192.2949723,194.0231706,197.4743041,197.4115672,193.5117523,151.0077066,152.2408274,153.2076154
Minahasa Tenggara ,65.66,66.07,67.1,67.34,67.86,68.05,68.42,68.91,69.66,70.47,70.51,71.06,71.48,71.93,281.5872396,278.8005107,266.8837833,269.5768344,272.6157372,270.8381662,271.9343874,274.3182924,276.200686,276.3188155,278.4720728,159.4519494,161.1697173,162.4071657
Minahasa Utara,68.74,69.62,70,70.19,70.54,71.09,71.49,72.2,73.05,73.95,73.9,74.11,74.69,75.31,55.35519481,54.81054371,55.49369035,56.05314841,57.55679881,61.80497547,62.68760137,63.14442169,66.04618664,66.28169736,62.0289941,206.9314617,210.1144356,211.6708038
Mojokerto,68.14,68.71,69.17,69.84,70.22,70.85,71.38,72.36,72.64,73.53,73.83,74.15,74.89,75.53,1046.996379,989.7774769,996.143403,1006.22243,1016.073309,1025.486009,1037.201834,1046.286019,1044.174593,988.0250011,995.6700932,1099.584335,1112.93917,1121.105711
Mojokerto City,72.78,73.47,74.2,74.91,75.04,75.54,76.38,76.77,77.14,77.96,78.04,78.43,79.32,80.07,,,,,,,,,,,,,,
Morowali ,65.25,66.03,66.48,66.86,67.91,69.12,69.69,70.41,71.14,72.02,72.21,72.29,72.55,73.02,10.88168238,11.40400194,11.55200329,11.66488498,11.45255674,11.7134956,11.71571524,11.81193546,11.25564296,11.5557358,10.45045497,26.98973565,27.45853036,27.77964163
Morowali Utara,0,0,0,65.01,65.81,66,66.57,67.35,67.95,68.45,68.36,68.48,68.97,69.73,10.76444258,11.22727773,11.34797566,11.48880435,11.31534534,11.35673226,11.48264562,11.57925622,11.64023726,12.02159598,12.12206685,13.56403722,13.05966327,13.15540281
Muara Enim,62.12,62.82,63.34,64.34,65.02,65.82,66.71,67.63,68.28,68.88,68.74,68.86,69.43,70.24,58.37528655,54.32206757,55.009761,55.57833933,56.33676619,57.08661148,57.69283613,58.27622307,58.92501367,63.94379787,64.44371498,83.73399296,89.20346567,89.84179976
Muaro Jambi,62.84,63.39,64.17,65.14,65.71,66.66,67.55,67.86,68.34,69.01,69.18,69.55,70.18,71.04,44.48305567,48.35515055,49.24241123,49.7049539,50.38145971,50.86577951,50.82511998,51.40901006,51.8268048,54.96649483,55.39984874,68.89023931,72.60910189,73.19300218
Mukomuko,62.95,63.71,64.16,64.79,65.31,65.77,66.52,67.07,67.47,68.12,68.45,68.64,69.12,69.97,52.18108917,50.85567954,51.87677409,52.43188679,52.82583801,52.81893967,53.28528255,53.75266813,54.47388296,55.16373051,55.59808234,44.19584385,45.33632217,45.68774145
Muna,62.57,63.08,63.76,64.67,65.09,65.99,66.96,67.61,68.47,68.97,69.02,69.17,69.61,70.16,176.8774901,174.9783006,172.2328296,173.9809261,176.3455846,175.2622307,214.9384979,216.7911586,219.3555157,238.2893014,239.1567736,106.3951583,100.7611457,101.5357626
Muna Barat,0,0,0,0,61.92,62.29,62.57,63.43,64.11,64.45,65.08,65.48,66.21,67.13,251.5277779,292.4601661,296.6696012,299.7196324,301.8212578,303.0038535,200.8743347,202.3438411,199.0792916,216.2035409,216.9558853,96.93664397,98.28297887,99.48005687
Murung Raya,63.18,64.39,64.85,65.62,66.1,66.46,66.96,67.16,67.56,67.89,67.98,68.12,68.63,69.42,4.166433678,4.375403102,4.431758556,4.48015088,4.533102743,4.575440275,4.591502751,4.63347255,4.674396986,5.055934952,5.09573006,4.736056482,4.786694152,4.82523867
Musi Banyuasin,61.79,62.56,63.27,64.18,64.93,65.76,66.45,66.96,67.57,67.83,67.69,68.1,68.6,69.17,40.08101758,37.96457485,37.46741039,37.61558554,38.32780643,38.68236091,39.28923082,39.73784067,39.78283955,43.13148034,43.44655099,43.62604565,42.33679839,42.64234943
Musi Rawas,59.69,60.63,61.37,62.23,63.19,64.11,64.75,65.31,66.18,66.92,66.79,67.01,67.78,68.26,87.37626688,83.19940497,85.46454004,86.37832091,86.86695783,87.65587452,88.44788355,89.22443147,89.95472536,97.62589581,98.39705641,63.9235553,64.56636224,65.0295218
Musi Rawas Utara,0,0,0,60.56,61.34,62.32,63.05,63.18,63.75,64.32,64.49,64.93,65.74,66.6,27.48056241,26.20585103,26.56316004,26.79523206,27.20665508,27.46433008,27.68001619,27.92048774,28.15716125,30.55449994,30.79715788,31.54961466,32.36361584,32.6957169
Nabire,64.49,64.96,65.28,65.45,66.25,66.49,66.64,67.11,67.7,68.53,68.83,69.15,69.91,70.84,7.274920936,11.40872871,11.5459336,11.6630795,11.74202276,11.80810732,11.28424263,11.42028034,11.63664708,12.46188802,12.4803022,15.0985152,13.94231073,14.01079943
Nagan Raya,63.57,64.24,64.91,65.23,65.58,66.73,67.32,67.78,68.15,69.11,69.18,69.31,70.1,70.78,54.12744219,54.29753241,54.93007554,55.49129258,55.91739884,56.10800092,56.60247436,57.10482988,57.58639326,61.44317969,61.92809733,49.68464059,49.80405558,50.18150099
Nagekeo,60.19,61.05,61.6,62.24,62.71,63.33,63.93,64.74,65.35,65.88,65.81,65.82,66.22,67.07,114.1632685,118.1522387,113.871833,115.0257853,114.7552593,138.701543,140.6939361,141.8580799,142.1591616,147.9017401,144.1075161,105.9141699,105.8360484,106.6987632
Natuna,66.29,67.76,68.8,69.39,70.06,70.87,71.23,71.52,72.1,72.63,72.72,73.09,73.47,74.21,35.76037448,40.95279839,41.46733595,41.87612001,42.18630974,42.40172729,42.7847717,43.16143473,43.49240473,49.80766245,48.75586455,35.20109059,27.97542525,28.19610466
Nduga,19.62,21.12,23.07,24.42,25.38,25.47,26.56,27.87,29.42,30.75,31.55,32.84,34.1,35.19,4.450521688,6.706717381,6.75705315,6.875753268,6.920735536,6.700700213,6.756987734,6.819407599,6.876113895,7.359246258,7.417896587,15.4390553,15.53435713,15.69473572
Ngada,61.84,62.8,63.57,64.43,64.64,65.1,65.61,66.47,67.1,67.76,67.88,67.88,68.26,69.14,86.91683999,90.85585797,96.70922634,97.68153715,97.53053684,80.77252061,81.76720813,82.7175808,82.75799987,86.1047957,85.74420388,91.89306573,91.3962467,92.11346966
Nganjuk,65.6,66.58,68.07,68.98,69.59,69.9,70.5,70.69,71.23,71.71,71.72,71.97,72.93,73.71,878.4693061,830.4576902,840.771796,849.280317,857.6566836,864.9155344,872.848877,880.495398,887.3334092,839.3286118,846.0122992,846.4439591,860.1998673,866.8788418
Ngawi,64.52,65.84,66.72,67.25,67.78,68.32,68.96,69.27,69.91,70.41,70.54,71.04,71.75,72.47,655.9734635,620.0404189,627.7053192,634.045959,640.4426295,646.4539915,652.3281141,658.0497856,664.0376106,628.8280672,633.8646651,624.4514558,628.2657466,633.2665131
Nias,54.72,55.55,56.5,57.43,57.98,58.85,59.75,60.21,60.82,61.65,61.93,62.74,63.69,64.56,220.7587504,219.0233569,221.7305391,224.0090092,225.9476816,227.6636033,229.7330236,231.7506065,233.7005544,235.2003527,237.0344845,171.1245005,168.3223129,169.2524712
Nias Selatan,54.54,55.5,55.97,56.78,57.78,58.74,59.14,59.85,60.75,61.59,61.89,62.35,63.17,64.12,140.2529171,139.1591192,140.8689278,142.2911957,143.414787,144.565685,145.7479523,146.9227951,147.8496438,148.8052933,149.8844069,136.5176201,131.5316489,132.0522753
North Aceh,63.56,64.22,64.82,65.36,65.93,66.85,67.19,67.67,68.36,69.22,69.33,69.46,70.22,70.87,154.3831809,154.8721289,156.779347,158.3678243,161.8447853,163.5923688,164.789978,166.2215446,165.6949571,176.8026945,178.1930863,217.6439885,221.3780452,223.1604323
North Gorontalo ,59.26,59.95,60.71,61.6,61.92,62.55,63.02,63.52,64.06,64.52,64.86,65.21,66.01,66.61,42.20528998,46.50731723,48.97748054,49.46008839,51.38204753,51.60377355,51.86065217,53.19330508,53.83785834,54.21425897,54.55057219,68.67484646,68.358826,68.87223271
North Halmahera,61.46,62.31,62.94,63.81,64.18,65.04,66.02,66.52,67.3,67.75,67.5,67.82,68.38,69.05,57.51619258,71.16638022,71.77786003,72.49108319,73.02769303,73.56563476,73.8192973,74.44282951,77.61045795,84.04136548,83.74590154,45.91543695,45.91338389,46.36343758
North Jakarta City ,75.15,76.12,76.89,77.16,77.29,78.3,78.78,79.47,79.87,80.17,80.29,80.51,80.81,81.11,,,,,,,,,,,,,,
North Labuhan Batu,66.72,67.37,67.84,68.28,69.15,69.69,70.26,70.79,71.08,71.43,71.61,71.87,72.77,73.63,94.75632167,93.24577865,95.42265444,96.39018276,97.18194271,98.07960477,98.9765346,99.84270852,100.6918802,101.3427135,102.138463,106.2551062,107.9633736,108.694424
North Lampung,61.82,62.67,62.93,64,64.89,65.2,65.95,66.58,67.17,67.63,67.67,67.89,68.33,68.95,179.9298068,178.798745,189.0483429,191.5110125,196.2605747,198.0484861,199.7229292,201.453609,203.1366959,197.5811862,199.123215,242.9066643,251.8712619,254.0090475
North Mamuju ,61.29,62.23,63,63.76,64.04,64.69,65.17,65.67,66.6,67.27,67.79,68.03,68.61,69.11,37.71692738,48.74868845,49.61040698,50.13007883,50.0381977,50.49997746,50.83343593,49.00119757,50.01180767,53.98975547,54.06673603,56.11095638,58.91250892,59.21022831
North Nias ,0,57.53,57.87,58.29,59.18,59.88,60.23,60.57,61.08,61.98,62.36,62.82,63.75,64.64,106.3383722,96.53267253,97.73472112,98.69942043,99.72676277,100.9935012,101.9038491,102.806668,103.6674523,104.3505741,105.160126,120.3038523,117.5101299,118.368763
North Padang Lawas,64.25,65.22,65.65,66.13,66.5,67.35,68.05,68.34,68.77,69.29,69.85,70.11,70.93,71.63,122.5616506,118.8430251,119.4201561,120.2871816,119.6924615,120.3578364,121.4641144,122.5186445,123.5550799,124.356679,125.3383373,67.48449644,67.47540175,67.93538626
North Tapanuli ,68.43,69.24,69.83,70.5,70.7,71.32,71.96,72.38,72.91,73.33,73.47,73.76,74.14,74.65,35.5569595,31.09731375,31.69370554,31.99170468,36.5916171,37.70498636,38.06462278,38.40051075,40.05546366,40.32009365,40.63540246,86.82143564,88.98027432,89.85906049
North Toraja,63.51,64.48,64.89,65.65,66.15,66.76,67.49,67.9,68.49,69.23,69.33,69.75,70.36,71.23,307.624351,302.8926284,308.0606024,311.1499953,293.5498448,291.2536577,293.8425357,296.903204,299.5886005,294.2220828,296.5293627,214.8417806,216.3035869,217.9967855
North-West Aceh,60.91,61.75,62.15,62.62,63.08,63.77,64.57,65.09,65.67,66.56,66.75,66.99,67.41,68.07,,,,,,,,,,,,,,
Nunukan,60.33,60.64,61.18,62.18,63.13,63.35,64.35,65.1,65.67,66.32,65.79,66.46,67.16,67.7,5.542348459,7.035109532,7.113157579,7.180750778,7.324482588,7.406058964,7.482103755,7.549586349,8.271796566,11.53425787,11.51903769,13.23800416,13.37545492,13.47149128
Ogan Ilir,61.62,62.47,63.03,63.64,64.49,65.35,65.45,65.63,66.43,67.22,67.06,67.17,67.96,68.76,109.4436798,104.9478582,104.2943131,105.2697892,106.2219114,107.2732852,108.2539011,109.1983644,110.6292267,119.9284893,120.492861,175.0069737,176.6160386,178.0326123
Ogan Komering Ilir,61.04,61.68,62.29,63.52,63.87,64.73,65.44,66.11,66.57,66.96,66.82,67.17,68.02,68.65,61.22753991,58.36094963,59.22261664,59.76665744,60.08539352,60.61990587,61.16552938,61.70901264,62.49338678,67.82126564,69.43093379,44.28705893,39.90482837,40.100841
Ogan Komering Ulu,64.13,64.62,65.09,65.51,66.21,67.18,67.47,68.28,69.01,69.45,69.32,69.6,70.24,71.01,102.5583067,96.90474324,99.13597153,100.2073519,100.3062959,101.2477639,102.0263433,102.7982632,103.4695641,112.300323,113.1740252,110.4839198,102.5308143,103.45196
Ogan Komering Ulu Selatan,58.88,59.74,60.63,61.58,61.94,62.57,63.42,63.96,64.84,65.43,65.3,65.34,65.87,66.67,17.19821958,15.44018281,15.78093002,15.91818532,20.09069381,20.27706264,20.47517217,20.6464103,20.66389521,22.43103673,22.60412454,95.15823065,96.76604229,97.47898948
Ogan Komering Ulu Timur,63.36,64.27,65.18,66.09,66.74,67.17,67.38,67.84,68.58,69.34,69.28,69.58,70.23,70.96,179.5284205,172.1064381,172.9313785,174.6886018,173.2151189,174.6752981,176.3727424,177.8689097,176.4744776,191.3657704,185.2328676,201.6741433,216.2526467,218.3693841
Pacitan,61.14,62.03,62.94,63.38,63.81,64.92,65.74,66.51,67.33,68.16,68.39,68.57,69.37,70.19,430.4392611,406.5738914,416.1542736,420.3674732,424.645863,428.6795593,434.7834724,438.5955274,441.9029409,418.0868216,421.1122671,401.4313983,398.8348261,401.2389815
Padang City,78.44,78.68,79,79.23,79.83,80.36,81.06,81.58,82.25,82.68,82.82,82.9,83.29,83.58,,,,,,,,,,,,,,
Padang Lawas,62.45,63.28,64.05,64.62,65.5,65.99,66.23,66.82,67.59,68.16,68.25,68.64,69.58,70.34,85.4300779,83.63556178,83.31962006,82.50247268,81.50936522,81.92530435,82.90234977,83.60571225,84.31318284,84.95303181,85.62167744,71.05118395,71.33009539,72.00371373
Padang Panjang City,73.27,73.76,74.22,74.54,75.05,75.98,76.5,77.01,77.3,78,77.93,77.97,78.78,79.26,,,,,,,,,,,,,,
Padang Pariaman,65.16,65.89,66.2,67.15,67.56,68.04,68.44,68.9,69.71,70.59,70.61,70.76,71.63,72.61,117.1280817,117.2255969,122.3472599,123.5719374,125.8558555,122.4004444,123.539469,124.6203784,125.8419723,122.9241539,123.9718912,297.6049017,315.5621627,318.0313769
Padangsidimpuan City,70.23,71.08,71.38,71.68,71.88,72.8,73.42,73.81,74.38,75.06,75.22,75.48,76.05,76.44,,,,,,,,,,,,,,
Pagar Alam City,61.97,62.71,63.33,64.14,64.75,65.37,65.96,66.81,67.62,68.44,68.31,68.68,69.6,70.45,,,,,,,,,,,,,,
Pakpak Bharat,61.76,63.11,63.88,64.73,65.06,65.53,65.81,66.25,66.63,67.47,67.59,67.94,68.85,69.58,13.1947893,12.83917261,13.09263427,13.55379046,17.21140536,17.20621033,17.34265077,17.49390413,17.59813008,17.72327518,17.85779559,39.02710966,39.88781246,40.18227518
Palangka Raya City,76.53,76.98,77.4,78.02,78.5,78.62,79.21,79.69,80.34,80.77,80.77,80.82,81.16,81.68,,,,,,,,,,,,,,
Palembang City,73.33,74.08,74.74,75.49,76.02,76.29,76.59,77.22,77.89,78.44,78.33,78.72,79.47,80.02,,,,,,,,,,,,,,
Palopo City,73.03,74.02,74.54,75.02,75.65,76.27,76.45,76.71,77.3,77.98,78.06,78.38,78.91,79.45,,,,,,,,,,,,,,
Palu City,77.39,78.1,78.36,78.65,79.12,79.63,79.73,80.24,80.91,81.5,81.47,81.7,82.02,82.52,,,,,,,,,,,,,,
Pamekasan,59.37,60.42,61.21,62.27,62.66,63.1,63.98,64.93,65.41,65.94,66.26,66.4,66.99,67.96,984.741337,931.0705018,942.2972599,951.8394552,960.3927378,969.1679094,976.3115826,985.1581376,990.3775288,935.5572083,942.3317731,1054.110861,1059.569729,1067.282306
Pandeglang,59.08,59.92,60.48,61.35,62.06,62.72,63.4,63.82,64.34,64.91,65,65.17,65.84,66.42,413.1254947,474.6405879,478.4296271,483.2704553,487.2875634,491.8218258,496.2475465,500.5977518,505.2261376,541.9036054,545.8218225,451.2886412,454.1215418,457.394397
Pangandaran,0,0,0,64.73,65.29,65.62,65.79,66.6,67.44,68.21,68.06,68.28,69.03,69.38,806.1071574,849.4149249,863.0664801,871.8084208,863.5548359,871.5446735,879.6247966,887.3389264,888.1184864,913.9493182,918.462365,382.1751854,376.7137575,376.6895781
Pangkajene Dan,62.79,63.6,64.3,65.24,66.16,66.65,66.86,67.25,67.71,68.29,68.72,69.21,69.79,70.59,,,,,,,,,,,,,,
Pangkal Pinang City ,74.68,75.02,75.69,76.14,76.28,76.61,76.73,76.86,77.43,77.97,78.22,78.57,79.24,79.93,,,,,,,,,,,,,,
Paniai,52.57,53.02,53.34,53.7,53.93,54.2,54.34,54.91,55.83,56.58,56.31,56.7,57.14,57.91,14.05808441,21.87946893,22.30441732,22.59377659,22.75016014,22.97228575,23.92573348,24.12307574,24.32379752,26.0414844,26.24495307,45.6123399,46.96511608,47.4471339
Parepare City,73.55,74.2,74.67,75.1,75.66,76.31,76.48,76.68,77.19,77.62,77.86,78.21,78.54,79.03,,,,,,,,,,,,,,
Pariaman City,72.56,73.07,73.47,74.51,74.66,74.98,75.44,75.71,76.26,76.7,76.9,77.07,77.65,78.13,,,,,,,,,,,,,,
Parigi Moutong,59.17,60.36,61.13,61.98,62.2,62.79,63.6,64.09,64.85,65.47,65.44,65.82,66.26,67.11,68.75896121,71.60530339,72.8191129,73.52095398,73.83628014,74.63281239,75.03445417,75.84828549,75.72365055,77.88444429,72.36120982,66.32826324,68.05428532,68.56214194
Pasaman,60.88,61.57,62.26,62.91,63.33,64.01,64.57,64.94,65.6,66.46,66.64,66.77,67.41,68.13,38.33220393,36.97219452,35.52421374,35.87082623,37.10995311,37.38221207,37.7053543,38.05184921,38.37138048,37.4605542,37.76280088,74.60209426,76.13113934,76.74451961
Pasaman Barat,61.77,62.55,63.33,63.92,64.56,65.26,66.03,66.83,67.43,68.21,68.49,68.76,69.57,70.19,141.9167307,143.360047,147.0754014,148.6622601,149.1074625,150.5641624,151.9953984,153.2940897,154.3909014,150.709245,151.8965014,115.9954748,116.7414654,117.502238
Paser,66.54,67.11,68.18,69.61,69.87,70.3,71,71.16,71.61,72.29,72.04,72.93,73.44,74.14,8.916486591,10.79181042,10.87720594,11.04004152,11.48526987,11.59315174,11.76582152,11.7544188,11.46586707,12.52866451,12.62531666,27.58825952,27.52761607,27.70997397
